,0,1,2,3,4,5,6,7,8
4745,Opel,Crossland X,2020,17999,без пробега,Запорожье ( від ),"Бензин, 1.2 л.",Механическая,False
4746,Renault,Master груз.,2021,31656,без пробега,Черкассы ( від ),"Дизель, 2.3 л.",Механическая,False
4747,Hyundai,Kona,2021,27679,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 1.6 л.",Автомат,False
4748,Volkswagen,T-Roc,2021,30439,без пробега,Хмельницкий ( від ),"Бензин, 1.5 л.",Автомат,False
4749,Chery,TIggo 8,2020,23100,без пробега,Мелитополь ( від ),"Бензин, 1.5 л.",Автомат,False
4750,Chery,Tiggo 2,2020,13500,без пробега,Киев ( від ),"Бензин, 1.5 л.",Автомат,False
4751,Opel,Astra J,2020,19676,без пробега,Хмельницкий ( від ),"Бензин, 1.4 л.",Автомат,False
4752,Toyota,C-HR,2021,33114,без пробега,Киев ( від ),"Гибрид, 2.0 л.",Вариатор,False
4753,Isuzu,D-Max,2020,36210,без пробега,Киев ( від ),"Дизель, 0.0 л.",Автомат,False
4754,Lada,Granta,2021,9695,без пробега,Хмельницкий ( від ),"Бензин, 1.6 л.",Механическая,False
4755,Mitsubishi,ASX,2021,27266,без пробега,Полтава ( від ),"Бензин, 2.0 л.",Вариатор,False
4756,Fiat,Doblo пасс.,2020,16138,без пробега,Харьков ( від ),"Бензин, 1.4 л.",Механическая,False
4757,Jaguar,I-Pace,2020,74894,без пробега,Киев ( від ),"Электро, 0.0 л.",Вариатор,False
4758,Fiat,500 X,2020,22802,без пробега,Николаев ( від ),"Бензин, 1.4 л.",Роботизированная,False
4759,Ravon,R2,2020,11429,без пробега,Харьков ( від ),"Бензин, 1.2 л.",Автомат,False
4760,Ravon,R4,2020,11275,без пробега,Харьков ( від ),"Бензин, 1.5 л.",Механическая,False
4761,Peugeot,2008,2020,24411,без пробега,Херсон ( від ),"Бензин, 1.2 л.",Автомат,False
4762,Ravon,R4,2020,12111,без пробега,Харьков ( від ),"Бензин, 1.5 л.",Автомат,False
4763,Ford,Puma,2020,27448,без пробега,Киев ( від ),"Бензин, 1.0 л.",Автомат,False
4764,Suzuki,Jimny,2021,28504,без пробега,Харьков ( від ),"Бензин, 1.5 л.",Автомат,False
4765,BMW,X4,2021,89524,без пробега,Харьков ( від ),"Бензин, 3.0 л.",Автомат,False
4766,Kia,Stonic,2020,20196,без пробега,Хмельницкий ( від ),"Бензин, 1.4 л.",Автомат,False
4767,Porsche,Macan,2020,91887,без пробега,Харьков ( від ),"Бензин, 2.0 л.",Автомат,False
4768,Hyundai,i30,2020,21353,без пробега,Киев ( від ),"Бензин, 1.5 л.",Автомат,False
4769,Citroen,C5 Aircross,2020,29974,без пробега,Киев ( від ),"Дизель, 2.0 л.",Автомат,False
4770,Ford,Puma,2020,26317,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 1.0 л.",Автомат,False
4771,Hyundai,Tucson,2021,33227,без пробега,Тернополь ( від ),"Бензин, 2.0 л.",Автомат,False
4772,Opel,Grandland X,2021,27069,без пробега,Хмельницкий ( від ),"Дизель, 1.5 л.",Автомат,False
4773,Honda,CR-V,2021,41170,без пробега,Киев ( від ),"Бензин, 1.5 л.",Вариатор,False
4774,JAC,S4,2020,18000,без пробега,Киев ( від ),"Бензин, 1.5 л.",Вариатор,False
4775,Peugeot,508,2020,35860,без пробега,Киев ( від ),"Дизель, 2.0 л.",Автомат,False
4776,Nissan,X-Trail,2021,23371,без пробега,Тернополь ( від ),"Бензин, 2.0 л.",Механическая,False
4777,Renault,Master груз.,2021,31887,без пробега,Львов ( від ),"Дизель, 2.3 л.",Механическая,False
4778,Peugeot,Rifter,2021,21718,без пробега,Житомир ( від ),"Дизель, 1.6 л.",Механическая,False
4779,Peugeot,3008,2021,29480,без пробега,Херсон ( від ),"Дизель, 2.0 л.",Автомат,False
4780,Subaru,XV,2021,32833,без пробега,Одесса ( від ),"Бензин, 2.0 л.",Вариатор,False
4781,Mercedes-Benz,E-Class,2021,188615,без пробега,Киев ( від ),"Бензин, 4.0 л.",Автомат,False
4782,Chery,Tiggo 2,2020,12500,без пробега,Одесса ( від ),"Бензин, 1.5 л.",Механическая,False
4783,Fiat,Abarth,2020,25268,без пробега,Харьков ( від ),"Бензин, 1.4 л.",Роботизированная,False
4784,Toyota,Highlander,2021,60601,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 3.5 л.",Автомат,False
4785,Fiat,Tipo,2020,21188,без пробега,Харьков ( від ),"Бензин, 1.0 л.",Механическая,False
4786,Chery,Tiggo 2,2020,13500,без пробега,Белая Церковь ( від ),"Бензин, 1.5 л.",Автомат,False
4787,Peugeot,Rifter,2021,22748,без пробега,Киев ( від ),"Дизель, 1.6 л.",Механическая,False
4788,Kia,Stonic,2020,18989,без пробега,Ровно ( від ),"Бензин, 1.4 л.",Автомат,False
4789,Peugeot,3008,2021,33370,без пробега,Киев ( від ),"Дизель, 2.0 л.",Автомат,False
4790,Kia,Ceed,2021,20901,без пробега,Ровно ( від ),"Бензин, 1.6 л.",Механическая,False
4791,Citroen,C3,2020,14686,без пробега,Харьков ( від ),"Бензин, 1.2 л.",Механическая,False
4792,Mercedes-Benz,V 200,2020,79471,без пробега,Харьков ( від ),"Дизель, 2.1 л.",Автомат,False
4793,Volkswagen,T-Roc,2020,28675,без пробега,Хмельницкий ( від ),"Бензин, 1.5 л.",Автомат,False
4794,Nissan,X-Trail,2020,27452,без пробега,Тернополь ( від ),"Дизель, 1.6 л.",Вариатор,False
4795,Fiat,Tipo,2021,14341,без пробега,Черкассы ( від ),"Бензин, 1.4 л.",Механическая,False
4796,Nissan,X-Trail,2021,23371,без пробега,Тернополь ( від ),"Бензин, 2.0 л.",Механическая,False
4797,Mercedes-Benz,GLE 350,2021,96114,без пробега,Киев ( від ),"Дизель, 2.9 л.",Автомат,False
4798,Volvo,XC60,2020,66218,без пробега,Днепр (Днепропетровск) ( від ),"Гибрид, 2.0 л.",Автомат,False
4799,Fiat,Tipo,2021,15250,без пробега,Харьков ( від ),"Бензин, 1.4 л.",Механическая,False
4800,Nissan,X-Trail,2020,28389,без пробега,Мукачево ( від ),"Дизель, 1.6 л.",Вариатор,False
4801,Ford,Kuga,2020,31792,без пробега,Черновцы ( від ),"Дизель, 1.5 л.",Автомат,False
4802,Fiat,Doblo пасс.,2020,17922,без пробега,Кременчуг ( від ),"Дизель, 1.2 л.",Механическая,False
4803,Kia,Sportage,2021,20794,без пробега,Черновцы ( від ),"Бензин, 1.6 л.",Автомат,False
4804,SEAT,Ateca,2021,42524,без пробега,Харьков ( від ),"Дизель, 2.0 л.",Автомат,False
4805,FAW,X40,2020,14232,без пробега,Киев ( від ),"Бензин, 1.6 л.",Механическая,False
4806,Audi,Q5,2021,64533,без пробега,Харьков ( від ),"Дизель, 2.0 л.",Автомат,False
4807,Subaru,Outback,2021,46721,без пробега,Киев ( від ),"Бензин, 2.5 л.",Вариатор,False
4808,Renault,Logan,2021,15241,без пробега,Николаев ( від ),"Дизель, 1.5 л.",Механическая,False
4809,Peugeot,5008,2020,39096,без пробега,Киев ( від ),"Дизель, 2.0 л.",Автомат,False
4810,Fiat,Doblo пасс.,2020,17740,без пробега,Житомир ( від ),"Бензин, 1.4 л.",Механическая,False
4811,Renault,Logan,2021,12100,без пробега,Харьков ( від ),"Бензин, 1.0 л.",Механическая,False
4812,Ford,Ranger,2020,73773,без пробега,Николаев ( від ),"Дизель, 2.0 л.",Автомат,False
4813,Renault,Arkana,2020,24091,без пробега,Черновцы ( від ),"Бензин, 1.3 л.",Вариатор,False
4814,Volkswagen,T-Cross,2021,25017,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 1.0 л.",Автомат,False
4815,Mazda,CX-5,2021,42403,без пробега,Одесса ( від ),"Бензин, 2.5 л.",Автомат,False
4816,Kia,Sportage,2021,19718,без пробега,Хмельницкий ( від ),"Бензин, 1.6 л.",Механическая,False
4817,Audi,Q7,2021,89117,без пробега,Одесса ( від ),"Дизель, 3.0 л.",Автомат,False
4818,Hyundai,Tucson,2021,40151,без пробега,Киев ( від ),"Гибрид, 1.6 л.",Автомат,False
4819,Peugeot,508,2021,39137,без пробега,Харьков ( від ),"Бензин, 1.6 л.",Автомат,False
4820,Mitsubishi,Outlander,2020,21864,без пробега,Винница ( від ),"Бензин, 2.0 л.",Вариатор,False
4821,Subaru,XV,2021,36362,без пробега,Одесса ( від ),"Бензин, 2.0 л.",Вариатор,False
4822,Peugeot,2008,2020,27011,без пробега,Харьков ( від ),"Бензин, 1.2 л.",Автомат,False
4823,Peugeot,508,2021,40144,без пробега,Киев ( від ),"Дизель, 2.0 л.",Автомат,False
4824,Ford,Kuga,2020,41620,без пробега,Одесса ( від ),"Дизель, 2.0 л.",Автомат,False
4825,Ford,Kuga,2020,41620,без пробега,Одесса ( від ),"Дизель, 2.0 л.",Автомат,False
4826,Nissan,Qashqai,2021,25342,без пробега,Черкассы ( від ),"Бензин, 2.0 л.",Вариатор,False
4827,Kia,Sportage,2020,20913,без пробега,Киев ( від ),"Бензин, 1.6 л.",Механическая,False
4828,Peugeot,208,2021,17229,без пробега,Харьков ( від ),"Бензин, 1.2 л.",Механическая,False
4829,Kia,Sportage,2021,23303,без пробега,Хмельницкий ( від ),"Бензин, 1.6 л.",Автомат,False
4830,Kia,XCeed,2020,23423,без пробега,Луцк ( від ),"Бензин, 1.4 л.",Автомат,False
4831,Volkswagen,Golf,2021,34851,без пробега,Хмельницкий ( від ),"Бензин, 1.4 л.",Автомат,False
4832,Ravon,R4,2020,12111,без пробега,Харьков ( від ),"Бензин, 1.5 л.",Автомат,False
4833,Toyota,Proace City Verso,2021,25017,без пробега,Киев ( від ),"Дизель, 1.5 л.",Механическая,False
4834,Kia,XCeed,2020,23423,без пробега,Ровно ( від ),"Бензин, 1.4 л.",Автомат,False
4835,Kia,Sportage,2021,19599,без пробега,Львов ( від ),"Бензин, 1.6 л.",Механическая,False
4836,Kia,Sportage,2021,23311,без пробега,Одесса ( від ),"Бензин, 1.6 л.",Автомат,False
4837,Mercedes-Benz,GLC 300,2020,69603,без пробега,Киев ( від ),"Гибрид, 2.0 л.",Автомат,False
4838,Volkswagen,Tiguan,2021,46488,без пробега,Николаев ( від ),"Бензин, 2.0 л.",Автомат,False
4839,Peugeot,301,2020,13734,без пробега,Киев ( від ),"Бензин, 1.6 л.",Механическая,False
4840,Ravon,R4,2020,12111,без пробега,Харьков ( від ),"Бензин, 1.5 л.",Автомат,False
4841,Hyundai,Kona,2020,46356,без пробега,Киев ( від ),"Электро, 0.0 л.",Вариатор,False
4842,Ford,Focus,2020,23745,без пробега,Краматорск ( від ),"Бензин, 1.5 л.",Автомат,False
4843,Peugeot,Traveller,2021,46575,без пробега,Одесса ( від ),"Дизель, 2.0 л.",Автомат,False
4844,Nissan,X-Trail,2020,30450,без пробега,Киев ( від ),"Дизель, 1.6 л.",Вариатор,False
4845,Audi,A4,2017,25600,35 тис. км,Київ ( від ),"Бензин, 2 л.",Автомат,False
4846,Skoda,Octavia A5,2010,9500,123 тис. км,Запоріжжя ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
4847,Peugeot,2008,2021,26862,без пробега,Харьков ( від ),"Дизель, 1.5 л.",Автомат,False
4848,Opel,Grandland X,2020,24872,без пробега,Запорожье ( від ),"Дизель, 1.5 л.",Механическая,False
4849,Ford,Ranger,2020,50247,без пробега,Николаев ( від ),"Дизель, 2.0 л.",Автомат,False
4850,Citroen,Berlingo пасс.,2020,21353,без пробега,Киев ( від ),"Дизель, 1.6 л.",Механическая,False
4851,Mitsubishi,Pajero Sport,2021,50080,без пробега,Николаев ( від ),"Дизель, 2.4 л.",Автомат,False
4852,Fiat,Doblo Panorama,2020,18032,без пробега,Черкассы ( від ),"Бензин, 1.4 л.",Механическая,False
4853,Volkswagen,Tiguan,2021,41850,без пробега,Николаев ( від ),"Бензин, 2.0 л.",Автомат,False
4854,Ford,EcoSport,2020,21083,без пробега,Киев ( від ),"Бензин, 1.0 л.",Автомат,False
4855,Peugeot,2008,2021,26950,без пробега,Херсон ( від ),"Дизель, 1.5 л.",Автомат,False
4856,Volkswagen,T-Cross,2021,24499,без пробега,Хмельницкий ( від ),"Бензин, 1.0 л.",Автомат,False
4857,Ford,Kuga,2020,40918,без пробега,Краматорск ( від ),"Дизель, 2.0 л.",Автомат,False
4858,Nissan,Qashqai,2021,28979,без пробега,Винница ( від ),"Дизель, 1.6 л.",Вариатор,False
4859,Peugeot,301,2020,14143,без пробега,Харьков ( від ),"Бензин, 1.6 л.",Механическая,False
4860,Lada,XRay,2021,12275,без пробега,Киев ( від ),"Бензин, 1.6 л.",Механическая,False
